"StateFIPS","State","Year","Value","Data Comment",
"17","Illinois","2004","4,128","",
"17","Illinois","2005","4,253","",
"17","Illinois","2006","3,992","",
"17","Illinois","2007","4,213","",
"17","Illinois","2008","3,988","",
"17","Illinois","2009","3,855","",
"17","Illinois","2010","4,100","",
"17","Illinois","2011","3,893","",
"17","Illinois","2012","4,380","",
"18","Indiana","2002","4,035","",
"18","Indiana","2003","3,984","",
"18","Indiana","2004","4,024","",
"18","Indiana","2005","4,086","",
"18","Indiana","2006","3,921","",
"18","Indiana","2007","4,134","",
"18","Indiana","2008","4,000","",
"18","Indiana","2009","3,769","",
"18","Indiana","2010","4,055","",
"18","Indiana","2011","3,776","",
"18","Indiana","2012","4,318","",
"19","Iowa","2002","4,148","",
"19","Iowa","2003","4,120","",
"19","Iowa","2004","4,081","",
"19","Iowa","2005","4,120","",
"19","Iowa","2006","3,939","",
"19","Iowa","2007","4,047","",
"19","Iowa","2008","3,879","",
"19","Iowa","2009","3,830","",
"19","Iowa","2010","3,875","",
"19","Iowa","2011","3,806","",
"19","Iowa","2012","4,331","",
"20","Kansas","2002","4,702","",
"20","Kansas","2003","4,618","",
"20","Kansas","2004","4,616","",
"20","Kansas","2005","4,701","",
"20","Kansas","2006","4,697","",
"20","Kansas","2007","4,529","",
"20","Kansas","2008","4,515","",
"20","Kansas","2009","4,446","",
"20","Kansas","2010","4,555","",
"20","Kansas","2011","4,608","",
"20","Kansas","2012","4,890","",
"21","Kentucky","2002","4,102","",
"21","Kentucky","2003","4,008","",
"21","Kentucky","2004","4,096","",
"21","Kentucky","2005","4,202","",
"21","Kentucky","2006","4,094","",
"21","Kentucky","2007","4,362","",
"21","Kentucky","2008","4,113","",
"21","Kentucky","2009","3,889","",
"21","Kentucky","2010","4,246","",
"21","Kentucky","2011","3,962","",
"21","Kentucky","2012","4,383","",
"22","Louisiana","2002","4,465","",
"22","Louisiana","2003","4,504","",
"22","Louisiana","2004","4,578","",
"22","Louisiana","2005","4,799","",
"22","Louisiana","2006","4,710","",
"22","Louisiana","2007","4,564","",
"22","Louisiana","2008","4,611","",
"22","Louisiana","2009","4,500","",
"22","Louisiana","2010","4,706","",
"22","Louisiana","2011","4,798","",
"22","Louisiana","2012","4,725","",
"23","Maine","2002","3,750","",
"23","Maine","2003","3,586","",
"23","Maine","2004","3,759","",
"23","Maine","2005","3,681","",
"23","Maine","2006","3,598","",
"23","Maine","2007","3,801","",
"23","Maine","2008","3,646","",
"23","Maine","2009","3,518","",
"23","Maine","2010","3,658","",
"23","Maine","2011","3,501","",
"23","Maine","2012","3,815","",
"24","Maryland","2002","4,245","",
"24","Maryland","2003","3,854","",
"24","Maryland","2004","4,077","",
"24","Maryland","2005","4,178","",
"24","Maryland","2006","4,228","",
"24","Maryland","2007","4,303","",
"24","Maryland","2008","4,156","",
"24","Maryland","2009","3,907","",
"24","Maryland","2010","4,221","",
"24","Maryland","2011","4,031","",
"24","Maryland","2012","4,267","",
"25","Massachusetts","2002","3,928","",
"25","Massachusetts","2003","3,671","",
"25","Massachusetts","2004","3,798","",
"25","Massachusetts","2005","3,842","",
"25","Massachusetts","2006","3,727","",
"25","Massachusetts","2007","3,971","",
"25","Massachusetts","2008","3,823","",
"25","Massachusetts","2009","3,631","",
"25","Massachusetts","2010","3,815","",
"25","Massachusetts","2011","3,678","",
"25","Massachusetts","2012","3,944","",
"26","Michigan","2002","3,798","",
"26","Michigan","2003","3,706","",
"26","Michigan","2004","3,720","",
"26","Michigan","2005","3,817","",
"26","Michigan","2006","3,681","",
"26","Michigan","2007","3,867","",
"26","Michigan","2008","3,730","",
"26","Michigan","2009","3,635","",
"26","Michigan","2010","3,719","",
"26","Michigan","2011","3,544","",
"26","Michigan","2012","4,018","",
"27","Minnesota","2002","3,869","",
"27","Minnesota","2003","3,866","",
"27","Minnesota","2004","3,777","",
"27","Minnesota","2005","3,778","",
"27","Minnesota","2006","3,787","",
"27","Minnesota","2007","3,790","",
"27","Minnesota","2008","3,760","",
"27","Minnesota","2009","3,670","",
"27","Minnesota","2010","3,664","",
"27","Minnesota","2011","3,591","",
"27","Minnesota","2012","3,968","",
"28","Mississippi","2002","4,444","",
"28","Mississippi","2003","4,428","",
"28","Mississippi","2004","4,539","",
"28","Mississippi","2005","4,691","",
"28","Mississippi","2006","4,701","",
"28","Mississippi","2007","4,649","",
"28","Mississippi","2008","4,538","",
"28","Mississippi","2009","4,354","",
"28","Mississippi","2010","4,678","",
"28","Mississippi","2011","4,615","",
"28","Mississippi","2012","4,693","",
"29","Missouri","2002","4,331","",
"29","Missouri","2003","4,276","",
"29","Missouri","2004","4,284","",
"29","Missouri","2005","4,452","",
"29","Missouri","2006","4,270","",
"29","Missouri","2007","4,327","",
"29","Missouri","2008","4,134","",
"29","Missouri","2009","4,033","",
"29","Missouri","2010","4,241","",
"29","Missouri","2011","4,143","",
"29","Missouri","2012","4,545","",
"30","Montana","2002","3,964","",
"30","Montana","2003","3,986","",
"30","Montana","2004","3,953","",
"30","Montana","2005","3,963","",
"30","Montana","2006","4,027","",
"30","Montana","2007","4,000","",
"30","Montana","2008","3,889","",
"30","Montana","2009","3,899","",
"30","Montana","2010","3,819","",
"30","Montana","2011","3,858","",
"30","Montana","2012","3,847","",
"31","Nebraska","2002","4,536","",
"31","Nebraska","2003","4,443","",
"31","Nebraska","2004","4,422","",
"31","Nebraska","2005","4,452","",
"31","Nebraska","2006","4,388","",
"31","Nebraska","2007","4,327","",
"31","Nebraska","2008","4,349","",
"31","Nebraska","2009","4,181","",
"31","Nebraska","2010","4,259","",
"31","Nebraska","2011","4,204","",
"31","Nebraska","2012","4,685","",
"32","Nevada","2002","5,408","",
"32","Nevada","2003","5,241","",
"32","Nevada","2004","5,291","",
"32","Nevada","2005","5,167","",
"32","Nevada","2006","5,188","",
"32","Nevada","2007","5,333","",
"32","Nevada","2008","5,359","",
"32","Nevada","2009","5,199","",
"32","Nevada","2010","5,154","",
"32","Nevada","2011","5,253","",
"32","Nevada","2012","5,296","",
"33","New Hampshire","2002","3,859","",
"33","New Hampshire","2003","3,608","",
"33","New Hampshire","2004","3,782","",
"33","New Hampshire","2005","3,739","",
"33","New Hampshire","2006","3,606","",
"33","New Hampshire","2007","3,898","",
"33","New Hampshire","2008","3,700","",
"33","New Hampshire","2009","3,583","",
"33","New Hampshire","2010","3,700","",
"33","New Hampshire","2011","3,549","",
"33","New Hampshire","2012","3,891","",
"34","New Jersey","2002","4,141","",
"34","New Jersey","2003","3,730","",
"34","New Jersey","2004","3,958","",
"34","New Jersey","2005","4,097","",
"34","New Jersey","2006","4,067","",
"34","New Jersey","2007","4,147","",
"34","New Jersey","2008","4,057","",
"34","New Jersey","2009","3,736","",
"34","New Jersey","2010","4,052","",
"34","New Jersey","2011","3,866","",
"34","New Jersey","2012","4,056","",
"35","New Mexico","2002","5,576","",
"35","New Mexico","2003","5,585","",
"35","New Mexico","2004","5,454","",
"35","New Mexico","2005","5,483","",
"35","New Mexico","2006","5,448","",
"35","New Mexico","2007","5,471","",
"35","New Mexico","2008","5,562","",
"35","New Mexico","2009","5,448","",
"35","New Mexico","2010","5,548","",
"35","New Mexico","2011","5,710","",
"35","New Mexico","2012","5,642","",
"36","New York","2002","3,834","",
"36","New York","2003","3,578","",
"36","New York","2004","3,694","",
"36","New York","2005","3,874","",
"36","New York","2006","3,693","",
"36","New York","2007","3,901","",
"36","New York","2008","3,795","",
"36","New York","2009","3,613","",
"36","New York","2010","3,690","",
"36","New York","2011","3,543","",
"36","New York","2012","3,904","",
"37","North Carolina","2002","4,441","",
"37","North Carolina","2003","4,201","",
"37","North Carolina","2004","4,394","",
"37","North Carolina","2005","4,414","",
"37","North Carolina","2006","4,527","",
"37","North Carolina","2007","4,685","",
"37","North Carolina","2008","4,468","",
"37","North Carolina","2009","4,183","",
"37","North Carolina","2010","4,549","",
"37","North Carolina","2011","4,495","",
"37","North Carolina","2012","4,466","",
"38","North Dakota","2002","3,875","",
"38","North Dakota","2003","3,784","",
"38","North Dakota","2004","3,789","",
"38","North Dakota","2005","3,823","",
"38","North Dakota","2006","3,865","",
"38","North Dakota","2007","3,765","",
"38","North Dakota","2008","3,833","",
"38","North Dakota","2009","3,624","",
"38","North Dakota","2010","3,608","",
"38","North Dakota","2011","3,673","",
"38","North Dakota","2012","3,925","",
"39","Ohio","2002","3,925","",
"39","Ohio","2003","3,799","",
"39","Ohio","2004","3,844","",
"39","Ohio","2005","3,945","",
"39","Ohio","2006","3,823","",
"39","Ohio","2007","3,982","",
"39","Ohio","2008","3,912","",
"39","Ohio","2009","3,744","",
"39","Ohio","2010","3,947","",
"39","Ohio","2011","3,620","",
"39","Ohio","2012","4,139","",
"40","Oklahoma","2002","4,625","",
"40","Oklahoma","2003","4,669","",
"40","Oklahoma","2004","4,559","",
"40","Oklahoma","2005","4,839","",
"40","Oklahoma","2006","4,901","",
"40","Oklahoma","2007","4,484","",
"40","Oklahoma","2008","4,756","",
"40","Oklahoma","2009","4,519","",
"40","Oklahoma","2010","4,648","",
"40","Oklahoma","2011","4,815","",
"40","Oklahoma","2012","4,912","",
"41","Oregon","2002","4,224","",
"41","Oregon","2003","4,083","",
"41","Oregon","2004","4,108","",
"41","Oregon","2005","4,044","",
"41","Oregon","2006","4,095","",
"41","Oregon","2007","4,067","",
"41","Oregon","2008","3,985","",
"41","Oregon","2009","4,064","",
"41","Oregon","2010","3,887","",
"41","Oregon","2011","3,920","",
"41","Oregon","2012","3,830","",
"42","Pennsylvania","2002","3,894","",
"42","Pennsylvania","2003","3,597","",
"42","Pennsylvania","2004","3,748","",
"42","Pennsylvania","2005","3,926","",
"42","Pennsylvania","2006","3,823","",
"42","Pennsylvania","2007","4,004","",
"42","Pennsylvania","2008","3,856","",
"42","Pennsylvania","2009","3,603","",
"42","Pennsylvania","2010","3,847","",
"42","Pennsylvania","2011","3,558","",
"42","Pennsylvania","2012","3,939","",
"44","Rhode Island","2002","3,954","",
"44","Rhode Island","2003","3,750","",
"44","Rhode Island","2004","3,827","",
"44","Rhode Island","2005","3,968","",
"44","Rhode Island","2006","3,755","",
"44","Rhode Island","2007","4,035","",
"44","Rhode Island","2008","3,883","",
"44","Rhode Island","2009","3,667","",
"44","Rhode Island","2010","3,887","",
"44","Rhode Island","2011","3,777","",
"44","Rhode Island","2012","3,989","",
"45","South Carolina","2002","4,534","",
"45","South Carolina","2003","4,348","",
"45","South Carolina","2004","4,594","",
"45","South Carolina","2005","4,565","",
"45","South Carolina","2006","4,717","",
"45","South Carolina","2007","4,780","",
"45","South Carolina","2008","4,658","",
"45","South Carolina","2009","4,399","",
"45","South Carolina","2010","4,740","",
"45","South Carolina","2011","4,741","",
"45","South Carolina","2012","4,624","",
"46","South Dakota","2002","4,187","",
"46","South Dakota","2003","4,107","",
"46","South Dakota","2004","4,212","",
"46","South Dakota","2005","4,178","",
"46","South Dakota","2006","4,100","",
"46","South Dakota","2007","4,086","",
"46","South Dakota","2008","4,062","",
"46","South Dakota","2009","3,944","",
"46","South Dakota","2010","3,940","",
"46","South Dakota","2011","3,941","",
"46","South Dakota","2012","4,332","",
"47","Tennessee","2002","4,235","",
"47","Tennessee","2003","4,180","",
"47","Tennessee","2004","4,253","",
"47","Tennessee","2005","4,366","",
"47","Tennessee","2006","4,329","",
"47","Tennessee","2007","4,531","",
"47","Tennessee","2008","4,289","",
"47","Tennessee","2009","4,002","",
"47","Tennessee","2010","4,357","",
"47","Tennessee","2011","4,178","",
"47","Tennessee","2012","4,486","",
"48","Texas","2002","4,890","",
"48","Texas","2003","4,899","",
"48","Texas","2004","4,774","",
"48","Texas","2005","5,035","",
"48","Texas","2006","5,086","",
"48","Texas","2007","4,752","",
"48","Texas","2008","5,060","",
"48","Texas","2009","4,913","",
"48","Texas","2010","4,931","",
"48","Texas","2011","5,274","",
"48","Texas","2012","5,137","",
"49","Utah","2002","5,050","",
"49","Utah","2003","4,905","",
"49","Utah","2004","4,867","",
"49","Utah","2005","4,885","",
"49","Utah","2006","4,857","",
"49","Utah","2007","4,979","",
"49","Utah","2008","4,911","",
"49","Utah","2009","4,826","",
"49","Utah","2010","4,817","",
"49","Utah","2011","4,808","",
"49","Utah","2012","4,887","",
"50","Vermont","2002","3,699","",
"50","Vermont","2003","3,549","",
"50","Vermont","2004","3,684","",
"50","Vermont","2005","3,675","",
"50","Vermont","2006","3,434","",
"50","Vermont","2007","3,745","",
"50","Vermont","2008","3,579","",
"50","Vermont","2009","3,488","",
"50","Vermont","2010","3,523","",
"50","Vermont","2011","3,444","",
"50","Vermont","2012","3,826","",
"51","Virginia","2002","4,297","",
"51","Virginia","2003","4,023","",
"51","Virginia","2004","4,188","",
"51","Virginia","2005","4,254","",
"51","Virginia","2006","4,325","",
"51","Virginia","2007","4,461","",
"51","Virginia","2008","4,263","",
"51","Virginia","2009","4,020","",
"51","Virginia","2010","4,372","",
"51","Virginia","2011","4,202","",
"51","Virginia","2012","4,354","",
"53","Washington","2002","3,830","",
"53","Washington","2003","3,793","",
"53","Washington","2004","3,793","",
"53","Washington","2005","3,743","",
"53","Washington","2006","3,780","",
"53","Washington","2007","3,647","",
"53","Washington","2008","3,609","",
"53","Washington","2009","3,789","",
"53","Washington","2010","3,581","",
"53","Washington","2011","3,576","",
"53","Washington","2012","3,467","",
"54","West Virginia","2002","3,968","",
"54","West Virginia","2003","3,775","",
"54","West Virginia","2004","3,911","",
"54","West Virginia","2005","3,998","",
"54","West Virginia","2006","3,911","",
"54","West Virginia","2007","4,109","",
"54","West Virginia","2008","3,941","",
"54","West Virginia","2009","3,746","",
"54","West Virginia","2010","4,041","",
"54","West Virginia","2011","3,743","",
"54","West Virginia","2012","4,146","",
"55","Wisconsin","2002","3,822","",
"55","Wisconsin","2003","3,865","",
"55","Wisconsin","2004","3,726","",
"55","Wisconsin","2005","3,857","",
"55","Wisconsin","2006","3,737","",
"55","Wisconsin","2007","3,848","",
"55","Wisconsin","2008","3,697","",
"55","Wisconsin","2009","3,673","",
"55","Wisconsin","2010","3,721","",
"55","Wisconsin","2011","3,527","",
"55","Wisconsin","2012","4,023","",
"56","Wyoming","2002","4,494","",
"56","Wyoming","2003","4,423","",
"56","Wyoming","2004","4,401","",
"56","Wyoming","2005","4,499","",
"56","Wyoming","2006","4,461","",
"56","Wyoming","2007","4,415","",
"56","Wyoming","2008","4,357","",
"56","Wyoming","2009","4,275","",
"56","Wyoming","2010","4,347","",
"56","Wyoming","2011","4,285","",
"56","Wyoming","2012","4,471","",
