,Date,GDP,State
0,1997-01-01,1134.1,AKPROSCITCHRGSP
1,1998-01-01,1141.4,AKPROSCITCHRGSP
2,1999-01-01,1138.2,AKPROSCITCHRGSP
3,2000-01-01,1129.4,AKPROSCITCHRGSP
4,2001-01-01,1288.4,AKPROSCITCHRGSP
5,2002-01-01,1376.9,AKPROSCITCHRGSP
6,2003-01-01,1394.6,AKPROSCITCHRGSP
7,2004-01-01,1441.2,AKPROSCITCHRGSP
8,2005-01-01,1473.1,AKPROSCITCHRGSP
9,2006-01-01,1478.2,AKPROSCITCHRGSP
10,2007-01-01,1570.8,AKPROSCITCHRGSP
11,2008-01-01,1805.5,AKPROSCITCHRGSP
12,2009-01-01,1857.0,AKPROSCITCHRGSP
13,2010-01-01,1967.4,AKPROSCITCHRGSP
14,2011-01-01,2082.4,AKPROSCITCHRGSP
15,2012-01-01,2103.8,AKPROSCITCHRGSP
16,2013-01-01,2108.0,AKPROSCITCHRGSP
17,2014-01-01,2100.0,AKPROSCITCHRGSP
18,2015-01-01,2047.8,AKPROSCITCHRGSP
19,2016-01-01,1829.5,AKPROSCITCHRGSP
20,2017-01-01,1796.9,AKPROSCITCHRGSP
21,2018-01-01,1738.0,AKPROSCITCHRGSP
22,2019-01-01,1755.6,AKPROSCITCHRGSP
23,2020-01-01,1642.9,AKPROSCITCHRGSP
24,2021-01-01,1737.6,AKPROSCITCHRGSP
25,2022-01-01,1777.2,AKPROSCITCHRGSP
0,1997-01-01,4389.2,NVPROSCITCHRGSP
1,1998-01-01,4172.5,NVPROSCITCHRGSP
2,1999-01-01,4288.5,NVPROSCITCHRGSP
3,2000-01-01,4493.7,NVPROSCITCHRGSP
4,2001-01-01,5008.6,NVPROSCITCHRGSP
5,2002-01-01,5526.0,NVPROSCITCHRGSP
6,2003-01-01,5986.4,NVPROSCITCHRGSP
7,2004-01-01,6492.3,NVPROSCITCHRGSP
8,2005-01-01,6833.5,NVPROSCITCHRGSP
9,2006-01-01,7045.9,NVPROSCITCHRGSP
10,2007-01-01,6958.2,NVPROSCITCHRGSP
11,2008-01-01,7163.8,NVPROSCITCHRGSP
12,2009-01-01,6449.1,NVPROSCITCHRGSP
13,2010-01-01,6417.2,NVPROSCITCHRGSP
14,2011-01-01,6483.6,NVPROSCITCHRGSP
15,2012-01-01,6569.1,NVPROSCITCHRGSP
16,2013-01-01,6444.2,NVPROSCITCHRGSP
17,2014-01-01,6428.0,NVPROSCITCHRGSP
18,2015-01-01,6631.9,NVPROSCITCHRGSP
19,2016-01-01,6865.3,NVPROSCITCHRGSP
20,2017-01-01,7302.4,NVPROSCITCHRGSP
21,2018-01-01,7504.2,NVPROSCITCHRGSP
22,2019-01-01,7880.3,NVPROSCITCHRGSP
23,2020-01-01,7781.8,NVPROSCITCHRGSP
24,2021-01-01,8854.2,NVPROSCITCHRGSP
25,2022-01-01,9185.6,NVPROSCITCHRGSP
0,1997-01-01,2641.4,MSPROSCITCHRGSP
1,1998-01-01,2745.7,MSPROSCITCHRGSP
2,1999-01-01,2645.7,MSPROSCITCHRGSP
