,Date,GDP,State
0,1997-01-01,11918.1,FLUTILRGSP
1,1998-01-01,11473.7,FLUTILRGSP
2,1999-01-01,13378.7,FLUTILRGSP
3,2000-01-01,13588.8,FLUTILRGSP
4,2001-01-01,12246.3,FLUTILRGSP
5,2002-01-01,11801.8,FLUTILRGSP
6,2003-01-01,11836.7,FLUTILRGSP
7,2004-01-01,12980.9,FLUTILRGSP
8,2005-01-01,12485.2,FLUTILRGSP
9,2006-01-01,14095.5,FLUTILRGSP
10,2007-01-01,14487.5,FLUTILRGSP
11,2008-01-01,14948.6,FLUTILRGSP
12,2009-01-01,14804.6,FLUTILRGSP
13,2010-01-01,15521.1,FLUTILRGSP
14,2011-01-01,15745.1,FLUTILRGSP
15,2012-01-01,16305.0,FLUTILRGSP
16,2013-01-01,15871.9,FLUTILRGSP
17,2014-01-01,15142.8,FLUTILRGSP
18,2015-01-01,15180.4,FLUTILRGSP
19,2016-01-01,15369.1,FLUTILRGSP
20,2017-01-01,15829.3,FLUTILRGSP
21,2018-01-01,15741.4,FLUTILRGSP
22,2019-01-01,15503.9,FLUTILRGSP
23,2020-01-01,16535.3,FLUTILRGSP
24,2021-01-01,15712.7,FLUTILRGSP
25,2022-01-01,15316.9,FLUTILRGSP
0,1997-01-01,4150.9,ALUTILRGSP
1,1998-01-01,4024.4,ALUTILRGSP
2,1999-01-01,4709.2,ALUTILRGSP
3,2000-01-01,4834.6,ALUTILRGSP
4,2001-01-01,4232.5,ALUTILRGSP
5,2002-01-01,4309.3,ALUTILRGSP
6,2003-01-01,4299.1,ALUTILRGSP
7,2004-01-01,4551.0,ALUTILRGSP
8,2005-01-01,4244.7,ALUTILRGSP
9,2006-01-01,4517.0,ALUTILRGSP
10,2007-01-01,4717.2,ALUTILRGSP
11,2008-01-01,4909.6,ALUTILRGSP
12,2009-01-01,4635.9,ALUTILRGSP
13,2010-01-01,5336.1,ALUTILRGSP
14,2011-01-01,5609.7,ALUTILRGSP
15,2012-01-01,5711.8,ALUTILRGSP
16,2013-01-01,5524.6,ALUTILRGSP
17,2014-01-01,5254.6,ALUTILRGSP
18,2015-01-01,5337.8,ALUTILRGSP
19,2016-01-01,5771.5,ALUTILRGSP
20,2017-01-01,5555.3,ALUTILRGSP
21,2018-01-01,5439.7,ALUTILRGSP
22,2019-01-01,5581.6,ALUTILRGSP
23,2020-01-01,5668.4,ALUTILRGSP
24,2021-01-01,5321.0,ALUTILRGSP
25,2022-01-01,5128.5,ALUTILRGSP
0,1997-01-01,2599.3,IAUTILRGSP
1,1998-01-01,2525.5,IAUTILRGSP
2,1999-01-01,2957.0,IAUTILRGSP
3,2000-01-01,2930.8,IAUTILRGSP
4,2001-01-01,2465.3,IAUTILRGSP
