,Date,GDP,State
0,1997-01-01,606.6,ALARTENTRECRGSP
1,1998-01-01,613.3,ALARTENTRECRGSP
2,1999-01-01,630.7,ALARTENTRECRGSP
3,2000-01-01,625.2,ALARTENTRECRGSP
4,2001-01-01,581.3,ALARTENTRECRGSP
5,2002-01-01,603.3,ALARTENTRECRGSP
6,2003-01-01,609.5,ALARTENTRECRGSP
7,2004-01-01,605.7,ALARTENTRECRGSP
8,2005-01-01,625.1,ALARTENTRECRGSP
9,2006-01-01,633.4,ALARTENTRECRGSP
10,2007-01-01,642.7,ALARTENTRECRGSP
11,2008-01-01,641.6,ALARTENTRECRGSP
12,2009-01-01,640.9,ALARTENTRECRGSP
13,2010-01-01,644.9,ALARTENTRECRGSP
14,2011-01-01,644.7,ALARTENTRECRGSP
15,2012-01-01,673.1,ALARTENTRECRGSP
16,2013-01-01,662.7,ALARTENTRECRGSP
17,2014-01-01,680.9,ALARTENTRECRGSP
18,2015-01-01,655.6,ALARTENTRECRGSP
19,2016-01-01,683.6,ALARTENTRECRGSP
20,2017-01-01,697.6,ALARTENTRECRGSP
21,2018-01-01,713.0,ALARTENTRECRGSP
22,2019-01-01,719.9,ALARTENTRECRGSP
23,2020-01-01,495.6,ALARTENTRECRGSP
24,2021-01-01,653.8,ALARTENTRECRGSP
25,2022-01-01,695.3,ALARTENTRECRGSP
0,1997-01-01,21778.4,CAARTENTRECRGSP
1,1998-01-01,22528.2,CAARTENTRECRGSP
2,1999-01-01,23655.2,CAARTENTRECRGSP
3,2000-01-01,25168.8,CAARTENTRECRGSP
4,2001-01-01,24287.6,CAARTENTRECRGSP
5,2002-01-01,25941.4,CAARTENTRECRGSP
6,2003-01-01,29261.4,CAARTENTRECRGSP
7,2004-01-01,29967.2,CAARTENTRECRGSP
8,2005-01-01,29880.5,CAARTENTRECRGSP
9,2006-01-01,30120.4,CAARTENTRECRGSP
10,2007-01-01,29161.5,CAARTENTRECRGSP
11,2008-01-01,29433.3,CAARTENTRECRGSP
12,2009-01-01,28182.6,CAARTENTRECRGSP
13,2010-01-01,29217.0,CAARTENTRECRGSP
14,2011-01-01,30720.7,CAARTENTRECRGSP
15,2012-01-01,32638.4,CAARTENTRECRGSP
16,2013-01-01,32441.9,CAARTENTRECRGSP
17,2014-01-01,34133.6,CAARTENTRECRGSP
18,2015-01-01,32955.5,CAARTENTRECRGSP
19,2016-01-01,33860.3,CAARTENTRECRGSP
20,2017-01-01,34592.8,CAARTENTRECRGSP
21,2018-01-01,36579.5,CAARTENTRECRGSP
22,2019-01-01,38051.9,CAARTENTRECRGSP
23,2020-01-01,23485.7,CAARTENTRECRGSP
24,2021-01-01,33063.8,CAARTENTRECRGSP
25,2022-01-01,43062.3,CAARTENTRECRGSP
0,1997-01-01,1663.0,MSARTENTRECRGSP
1,1998-01-01,1500.3,MSARTENTRECRGSP
2,1999-01-01,1531.8,MSARTENTRECRGSP
3,2000-01-01,1318.7,MSARTENTRECRGSP
4,2001-01-01,1152.7,MSARTENTRECRGSP
5,2002-01-01,841.7,MSARTENTRECRGSP
6,2003-01-01,798.7,MSARTENTRECRGSP
7,2004-01-01,819.7,MSARTENTRECRGSP
8,2005-01-01,840.5,MSARTENTRECRGSP
9,2006-01-01,660.9,MSARTENTRECRGSP
10,2007-01-01,775.1,MSARTENTRECRGSP
11,2008-01-01,744.4,MSARTENTRECRGSP
12,2009-01-01,704.0,MSARTENTRECRGSP
13,2010-01-01,729.3,MSARTENTRECRGSP
14,2011-01-01,665.8,MSARTENTRECRGSP
15,2012-01-01,664.8,MSARTENTRECRGSP
16,2013-01-01,652.3,MSARTENTRECRGSP
17,2014-01-01,590.3,MSARTENTRECRGSP
18,2015-01-01,574.4,MSARTENTRECRGSP
19,2016-01-01,591.0,MSARTENTRECRGSP
20,2017-01-01,492.3,MSARTENTRECRGSP
21,2018-01-01,463.9,MSARTENTRECRGSP
22,2019-01-01,444.5,MSARTENTRECRGSP
23,2020-01-01,339.0,MSARTENTRECRGSP
24,2021-01-01,392.4,MSARTENTRECRGSP
25,2022-01-01,378.2,MSARTENTRECRGSP
0,1997-01-01,190.2,AKARTENTRECRGSP
1,1998-01-01,160.4,AKARTENTRECRGSP
2,1999-01-01,163.9,AKARTENTRECRGSP
3,2000-01-01,171.2,AKARTENTRECRGSP
4,2001-01-01,165.7,AKARTENTRECRGSP
5,2002-01-01,177.9,AKARTENTRECRGSP
6,2003-01-01,191.0,AKARTENTRECRGSP
7,2004-01-01,201.8,AKARTENTRECRGSP
8,2005-01-01,209.6,AKARTENTRECRGSP
9,2006-01-01,205.8,AKARTENTRECRGSP
10,2007-01-01,220.6,AKARTENTRECRGSP
11,2008-01-01,224.3,AKARTENTRECRGSP
12,2009-01-01,220.4,AKARTENTRECRGSP
13,2010-01-01,230.1,AKARTENTRECRGSP
14,2011-01-01,254.3,AKARTENTRECRGSP
15,2012-01-01,264.9,AKARTENTRECRGSP
16,2013-01-01,286.7,AKARTENTRECRGSP
17,2014-01-01,284.1,AKARTENTRECRGSP
18,2015-01-01,277.2,AKARTENTRECRGSP
19,2016-01-01,280.5,AKARTENTRECRGSP
20,2017-01-01,285.3,AKARTENTRECRGSP
21,2018-01-01,288.0,AKARTENTRECRGSP
22,2019-01-01,304.3,AKARTENTRECRGSP
23,2020-01-01,160.3,AKARTENTRECRGSP
24,2021-01-01,239.9,AKARTENTRECRGSP
25,2022-01-01,310.6,AKARTENTRECRGSP
0,1997-01-01,2303.4,GAARTENTRECRGSP
1,1998-01-01,2237.9,GAARTENTRECRGSP
2,1999-01-01,2418.0,GAARTENTRECRGSP
3,2000-01-01,2582.1,GAARTENTRECRGSP
4,2001-01-01,2451.9,GAARTENTRECRGSP
5,2002-01-01,2521.5,GAARTENTRECRGSP
6,2003-01-01,2535.2,GAARTENTRECRGSP
7,2004-01-01,2517.2,GAARTENTRECRGSP
8,2005-01-01,2447.0,GAARTENTRECRGSP
9,2006-01-01,2325.9,GAARTENTRECRGSP
10,2007-01-01,2431.8,GAARTENTRECRGSP
11,2008-01-01,2405.9,GAARTENTRECRGSP
12,2009-01-01,2462.9,GAARTENTRECRGSP
13,2010-01-01,2704.0,GAARTENTRECRGSP
14,2011-01-01,2938.1,GAARTENTRECRGSP
15,2012-01-01,2999.4,GAARTENTRECRGSP
16,2013-01-01,2906.4,GAARTENTRECRGSP
17,2014-01-01,2999.1,GAARTENTRECRGSP
18,2015-01-01,2791.1,GAARTENTRECRGSP
19,2016-01-01,2866.0,GAARTENTRECRGSP
20,2017-01-01,3076.2,GAARTENTRECRGSP
21,2018-01-01,3109.1,GAARTENTRECRGSP
22,2019-01-01,3169.2,GAARTENTRECRGSP
23,2020-01-01,2466.6,GAARTENTRECRGSP
24,2021-01-01,3068.0,GAARTENTRECRGSP
25,2022-01-01,3262.1,GAARTENTRECRGSP
0,1997-01-01,4059.2,NVARTENTRECRGSP
1,1998-01-01,4243.7,NVARTENTRECRGSP
2,1999-01-01,4365.2,NVARTENTRECRGSP
3,2000-01-01,4633.8,NVARTENTRECRGSP
4,2001-01-01,4061.1,NVARTENTRECRGSP
5,2002-01-01,3990.6,NVARTENTRECRGSP
6,2003-01-01,4445.3,NVARTENTRECRGSP
7,2004-01-01,4666.0,NVARTENTRECRGSP
8,2005-01-01,4376.9,NVARTENTRECRGSP
9,2006-01-01,4594.8,NVARTENTRECRGSP
10,2007-01-01,4587.4,NVARTENTRECRGSP
11,2008-01-01,4085.6,NVARTENTRECRGSP
12,2009-01-01,3524.6,NVARTENTRECRGSP
13,2010-01-01,3988.5,NVARTENTRECRGSP
14,2011-01-01,4415.1,NVARTENTRECRGSP
15,2012-01-01,4927.9,NVARTENTRECRGSP
16,2013-01-01,5084.1,NVARTENTRECRGSP
17,2014-01-01,4197.1,NVARTENTRECRGSP
18,2015-01-01,3991.2,NVARTENTRECRGSP
19,2016-01-01,4423.4,NVARTENTRECRGSP
20,2017-01-01,4063.3,NVARTENTRECRGSP
