,Date,GDP,State
0,1997-01-01,31204.4,MDRERENTLEARGSP
1,1998-01-01,31792.8,MDRERENTLEARGSP
2,1999-01-01,32778.0,MDRERENTLEARGSP
3,2000-01-01,34264.7,MDRERENTLEARGSP
4,2001-01-01,37203.0,MDRERENTLEARGSP
5,2002-01-01,37780.2,MDRERENTLEARGSP
6,2003-01-01,40420.1,MDRERENTLEARGSP
7,2004-01-01,41265.9,MDRERENTLEARGSP
8,2005-01-01,43300.4,MDRERENTLEARGSP
9,2006-01-01,43580.9,MDRERENTLEARGSP
10,2007-01-01,45776.4,MDRERENTLEARGSP
11,2008-01-01,49285.3,MDRERENTLEARGSP
12,2009-01-01,46807.4,MDRERENTLEARGSP
13,2010-01-01,50403.5,MDRERENTLEARGSP
14,2011-01-01,53053.4,MDRERENTLEARGSP
15,2012-01-01,52665.1,MDRERENTLEARGSP
16,2013-01-01,54326.1,MDRERENTLEARGSP
17,2014-01-01,53990.4,MDRERENTLEARGSP
18,2015-01-01,56375.5,MDRERENTLEARGSP
19,2016-01-01,58463.1,MDRERENTLEARGSP
20,2017-01-01,58367.3,MDRERENTLEARGSP
21,2018-01-01,57095.7,MDRERENTLEARGSP
22,2019-01-01,55795.5,MDRERENTLEARGSP
23,2020-01-01,51261.4,MDRERENTLEARGSP
24,2021-01-01,51634.3,MDRERENTLEARGSP
25,2022-01-01,52447.8,MDRERENTLEARGSP
0,1997-01-01,42605.5,MARERENTLEARGSP
1,1998-01-01,42462.0,MARERENTLEARGSP
2,1999-01-01,43289.7,MARERENTLEARGSP
3,2000-01-01,44582.3,MARERENTLEARGSP
4,2001-01-01,47470.8,MARERENTLEARGSP
5,2002-01-01,47135.3,MARERENTLEARGSP
6,2003-01-01,46319.4,MARERENTLEARGSP
7,2004-01-01,47944.7,MARERENTLEARGSP
8,2005-01-01,50280.5,MARERENTLEARGSP
9,2006-01-01,50582.3,MARERENTLEARGSP
10,2007-01-01,52500.5,MARERENTLEARGSP
11,2008-01-01,57398.0,MARERENTLEARGSP
12,2009-01-01,54274.2,MARERENTLEARGSP
13,2010-01-01,58875.4,MARERENTLEARGSP
14,2011-01-01,60687.3,MARERENTLEARGSP
15,2012-01-01,60947.0,MARERENTLEARGSP
16,2013-01-01,62064.9,MARERENTLEARGSP
17,2014-01-01,61533.2,MARERENTLEARGSP
18,2015-01-01,59979.4,MARERENTLEARGSP
19,2016-01-01,60653.6,MARERENTLEARGSP
20,2017-01-01,60176.9,MARERENTLEARGSP
21,2018-01-01,61815.8,MARERENTLEARGSP
22,2019-01-01,63578.5,MARERENTLEARGSP
23,2020-01-01,62460.0,MARERENTLEARGSP
24,2021-01-01,64352.1,MARERENTLEARGSP
25,2022-01-01,67141.1,MARERENTLEARGSP
0,1997-01-01,20674.3,TNRERENTLEARGSP
1,1998-01-01,21240.6,TNRERENTLEARGSP
2,1999-01-01,22507.6,TNRERENTLEARGSP
3,2000-01-01,23135.8,TNRERENTLEARGSP
4,2001-01-01,25018.9,TNRERENTLEARGSP
5,2002-01-01,25046.9,TNRERENTLEARGSP
6,2003-01-01,26072.5,TNRERENTLEARGSP
7,2004-01-01,25143.3,TNRERENTLEARGSP
8,2005-01-01,27522.6,TNRERENTLEARGSP
9,2006-01-01,27721.2,TNRERENTLEARGSP
10,2007-01-01,30418.6,TNRERENTLEARGSP
11,2008-01-01,29201.3,TNRERENTLEARGSP
12,2009-01-01,29238.6,TNRERENTLEARGSP
13,2010-01-01,30566.2,TNRERENTLEARGSP
14,2011-01-01,31844.6,TNRERENTLEARGSP
15,2012-01-01,32704.4,TNRERENTLEARGSP
16,2013-01-01,33662.8,TNRERENTLEARGSP
17,2014-01-01,34005.7,TNRERENTLEARGSP
18,2015-01-01,34822.4,TNRERENTLEARGSP
19,2016-01-01,35300.9,TNRERENTLEARGSP
20,2017-01-01,36054.3,TNRERENTLEARGSP
21,2018-01-01,36177.9,TNRERENTLEARGSP
22,2019-01-01,37861.9,TNRERENTLEARGSP
23,2020-01-01,36798.8,TNRERENTLEARGSP
24,2021-01-01,38397.2,TNRERENTLEARGSP
25,2022-01-01,40591.9,TNRERENTLEARGSP
0,1997-01-01,2302.7,SDRERENTLEARGSP
1,1998-01-01,2377.8,SDRERENTLEARGSP
2,1999-01-01,2522.9,SDRERENTLEARGSP
3,2000-01-01,2664.6,SDRERENTLEARGSP
4,2001-01-01,2771.2,SDRERENTLEARGSP
5,2002-01-01,2894.4,SDRERENTLEARGSP
6,2003-01-01,2867.8,SDRERENTLEARGSP
7,2004-01-01,2895.7,SDRERENTLEARGSP
8,2005-01-01,3132.1,SDRERENTLEARGSP
9,2006-01-01,3214.9,SDRERENTLEARGSP
10,2007-01-01,3352.3,SDRERENTLEARGSP
11,2008-01-01,3382.2,SDRERENTLEARGSP
12,2009-01-01,3321.0,SDRERENTLEARGSP
13,2010-01-01,3662.2,SDRERENTLEARGSP
14,2011-01-01,3810.7,SDRERENTLEARGSP
15,2012-01-01,4162.0,SDRERENTLEARGSP
16,2013-01-01,4259.2,SDRERENTLEARGSP
17,2014-01-01,4195.8,SDRERENTLEARGSP
18,2015-01-01,4254.4,SDRERENTLEARGSP
19,2016-01-01,4187.1,SDRERENTLEARGSP
