,Date,GDP,State
0,1997-01-01,13631.9,MOCONSTRGSP
1,1998-01-01,13545.5,MOCONSTRGSP
2,1999-01-01,14269.5,MOCONSTRGSP
3,2000-01-01,14566.6,MOCONSTRGSP
4,2001-01-01,14147.3,MOCONSTRGSP
5,2002-01-01,13544.1,MOCONSTRGSP
6,2003-01-01,13533.2,MOCONSTRGSP
7,2004-01-01,13601.7,MOCONSTRGSP
8,2005-01-01,13240.0,MOCONSTRGSP
9,2006-01-01,12502.4,MOCONSTRGSP
10,2007-01-01,12252.3,MOCONSTRGSP
11,2008-01-01,11523.3,MOCONSTRGSP
12,2009-01-01,10241.4,MOCONSTRGSP
13,2010-01-01,9006.4,MOCONSTRGSP
14,2011-01-01,8811.4,MOCONSTRGSP
15,2012-01-01,9122.5,MOCONSTRGSP
16,2013-01-01,9290.6,MOCONSTRGSP
17,2014-01-01,8835.1,MOCONSTRGSP
18,2015-01-01,9151.0,MOCONSTRGSP
19,2016-01-01,9837.8,MOCONSTRGSP
20,2017-01-01,10463.7,MOCONSTRGSP
21,2018-01-01,10353.0,MOCONSTRGSP
22,2019-01-01,10514.9,MOCONSTRGSP
23,2020-01-01,10583.3,MOCONSTRGSP
24,2021-01-01,10930.2,MOCONSTRGSP
25,2022-01-01,9606.3,MOCONSTRGSP
0,1997-01-01,6165.0,KSCONSTRGSP
1,1998-01-01,6276.3,KSCONSTRGSP
2,1999-01-01,6349.9,KSCONSTRGSP
3,2000-01-01,6313.7,KSCONSTRGSP
4,2001-01-01,5799.5,KSCONSTRGSP
5,2002-01-01,5511.3,KSCONSTRGSP
6,2003-01-01,5494.5,KSCONSTRGSP
7,2004-01-01,5370.1,KSCONSTRGSP
8,2005-01-01,5213.1,KSCONSTRGSP
9,2006-01-01,5009.6,KSCONSTRGSP
10,2007-01-01,5041.9,KSCONSTRGSP
11,2008-01-01,5070.5,KSCONSTRGSP
12,2009-01-01,4779.3,KSCONSTRGSP
13,2010-01-01,4776.7,KSCONSTRGSP
14,2011-01-01,4621.9,KSCONSTRGSP
15,2012-01-01,4959.0,KSCONSTRGSP
16,2013-01-01,4937.7,KSCONSTRGSP
17,2014-01-01,4995.4,KSCONSTRGSP
18,2015-01-01,4977.3,KSCONSTRGSP
19,2016-01-01,5018.9,KSCONSTRGSP
20,2017-01-01,4978.5,KSCONSTRGSP
21,2018-01-01,5075.1,KSCONSTRGSP
22,2019-01-01,5158.7,KSCONSTRGSP
23,2020-01-01,5060.4,KSCONSTRGSP
24,2021-01-01,5092.5,KSCONSTRGSP
25,2022-01-01,4437.6,KSCONSTRGSP
0,1997-01-01,12524.6,NVCONSTRGSP
1,1998-01-01,12594.4,NVCONSTRGSP
2,1999-01-01,12195.7,NVCONSTRGSP
3,2000-01-01,11241.6,NVCONSTRGSP
4,2001-01-01,10395.1,NVCONSTRGSP
5,2002-01-01,9999.4,NVCONSTRGSP
6,2003-01-01,10863.0,NVCONSTRGSP
7,2004-01-01,13013.8,NVCONSTRGSP
8,2005-01-01,15045.5,NVCONSTRGSP
9,2006-01-01,14815.8,NVCONSTRGSP
10,2007-01-01,13784.7,NVCONSTRGSP
11,2008-01-01,11101.4,NVCONSTRGSP
12,2009-01-01,9469.9,NVCONSTRGSP
13,2010-01-01,8163.4,NVCONSTRGSP
14,2011-01-01,7285.9,NVCONSTRGSP
15,2012-01-01,5250.8,NVCONSTRGSP
16,2013-01-01,5060.7,NVCONSTRGSP
17,2014-01-01,5392.7,NVCONSTRGSP
18,2015-01-01,6367.1,NVCONSTRGSP
19,2016-01-01,7122.1,NVCONSTRGSP
20,2017-01-01,8292.1,NVCONSTRGSP
21,2018-01-01,8870.5,NVCONSTRGSP
22,2019-01-01,9807.8,NVCONSTRGSP
23,2020-01-01,10194.9,NVCONSTRGSP
24,2021-01-01,10328.1,NVCONSTRGSP
25,2022-01-01,9261.9,NVCONSTRGSP
0,1997-01-01,907.3,DCCONSTRGSP
1,1998-01-01,972.1,DCCONSTRGSP
2,1999-01-01,1029.3,DCCONSTRGSP
3,2000-01-01,1210.0,DCCONSTRGSP
4,2001-01-01,1290.6,DCCONSTRGSP
5,2002-01-01,1491.4,DCCONSTRGSP
6,2003-01-01,1470.0,DCCONSTRGSP
7,2004-01-01,1419.4,DCCONSTRGSP
8,2005-01-01,1294.1,DCCONSTRGSP
9,2006-01-01,1162.3,DCCONSTRGSP
10,2007-01-01,1098.7,DCCONSTRGSP
11,2008-01-01,1135.7,DCCONSTRGSP
12,2009-01-01,1014.4,DCCONSTRGSP
13,2010-01-01,1002.5,DCCONSTRGSP
14,2011-01-01,1127.5,DCCONSTRGSP
15,2012-01-01,1362.8,DCCONSTRGSP
16,2013-01-01,1392.3,DCCONSTRGSP
17,2014-01-01,1354.4,DCCONSTRGSP
18,2015-01-01,1286.6,DCCONSTRGSP
19,2016-01-01,1223.1,DCCONSTRGSP
20,2017-01-01,1353.2,DCCONSTRGSP
21,2018-01-01,1381.0,DCCONSTRGSP
22,2019-01-01,1399.2,DCCONSTRGSP
23,2020-01-01,1294.0,DCCONSTRGSP
24,2021-01-01,1295.6,DCCONSTRGSP
25,2022-01-01,1115.9,DCCONSTRGSP
0,1997-01-01,1445.6,NDCONSTRGSP
1,1998-01-01,1473.2,NDCONSTRGSP
2,1999-01-01,1632.6,NDCONSTRGSP
3,2000-01-01,1522.9,NDCONSTRGSP
4,2001-01-01,1399.9,NDCONSTRGSP
5,2002-01-01,1305.0,NDCONSTRGSP
6,2003-01-01,1347.0,NDCONSTRGSP
7,2004-01-01,1417.0,NDCONSTRGSP
8,2005-01-01,1344.2,NDCONSTRGSP
9,2006-01-01,1317.4,NDCONSTRGSP
10,2007-01-01,1330.4,NDCONSTRGSP
11,2008-01-01,1548.7,NDCONSTRGSP
12,2009-01-01,1793.7,NDCONSTRGSP
13,2010-01-01,2043.3,NDCONSTRGSP
14,2011-01-01,2545.4,NDCONSTRGSP
15,2012-01-01,3244.1,NDCONSTRGSP
16,2013-01-01,3471.5,NDCONSTRGSP
17,2014-01-01,3642.9,NDCONSTRGSP
18,2015-01-01,3436.4,NDCONSTRGSP
19,2016-01-01,3047.7,NDCONSTRGSP
20,2017-01-01,2497.9,NDCONSTRGSP
21,2018-01-01,2301.7,NDCONSTRGSP
22,2019-01-01,2399.1,NDCONSTRGSP
23,2020-01-01,2134.0,NDCONSTRGSP
24,2021-01-01,2175.7,NDCONSTRGSP
25,2022-01-01,2062.8,NDCONSTRGSP
0,1997-01-01,2275.0,AKCONSTRGSP
1,1998-01-01,2211.9,AKCONSTRGSP
2,1999-01-01,2184.1,AKCONSTRGSP
3,2000-01-01,2163.8,AKCONSTRGSP
4,2001-01-01,2255.2,AKCONSTRGSP
5,2002-01-01,2321.4,AKCONSTRGSP
6,2003-01-01,2463.3,AKCONSTRGSP
7,2004-01-01,2464.5,AKCONSTRGSP
