,Date,GDP,State
0,1997-01-01,10713.4,CTRETAILRGSP
1,1998-01-01,11545.0,CTRETAILRGSP
2,1999-01-01,11906.5,CTRETAILRGSP
3,2000-01-01,12427.8,CTRETAILRGSP
4,2001-01-01,13007.9,CTRETAILRGSP
5,2002-01-01,13412.2,CTRETAILRGSP
6,2003-01-01,13942.4,CTRETAILRGSP
7,2004-01-01,13861.9,CTRETAILRGSP
8,2005-01-01,13960.2,CTRETAILRGSP
9,2006-01-01,13355.8,CTRETAILRGSP
10,2007-01-01,12900.7,CTRETAILRGSP
11,2008-01-01,12419.0,CTRETAILRGSP
12,2009-01-01,11990.0,CTRETAILRGSP
13,2010-01-01,12015.4,CTRETAILRGSP
14,2011-01-01,12153.2,CTRETAILRGSP
15,2012-01-01,12487.2,CTRETAILRGSP
16,2013-01-01,12554.6,CTRETAILRGSP
17,2014-01-01,12663.8,CTRETAILRGSP
18,2015-01-01,12826.0,CTRETAILRGSP
19,2016-01-01,12919.9,CTRETAILRGSP
20,2017-01-01,13128.0,CTRETAILRGSP
21,2018-01-01,13345.1,CTRETAILRGSP
22,2019-01-01,13505.7,CTRETAILRGSP
23,2020-01-01,12699.5,CTRETAILRGSP
24,2021-01-01,12879.2,CTRETAILRGSP
25,2022-01-01,11794.0,CTRETAILRGSP
0,1997-01-01,15857.9,MARETAILRGSP
1,1998-01-01,16788.1,MARETAILRGSP
2,1999-01-01,17188.5,MARETAILRGSP
3,2000-01-01,17932.1,MARETAILRGSP
4,2001-01-01,18558.6,MARETAILRGSP
5,2002-01-01,19266.6,MARETAILRGSP
6,2003-01-01,20370.6,MARETAILRGSP
7,2004-01-01,20986.7,MARETAILRGSP
8,2005-01-01,21066.0,MARETAILRGSP
9,2006-01-01,20177.3,MARETAILRGSP
10,2007-01-01,19060.0,MARETAILRGSP
11,2008-01-01,18463.4,MARETAILRGSP
12,2009-01-01,18125.2,MARETAILRGSP
13,2010-01-01,18667.4,MARETAILRGSP
14,2011-01-01,18321.0,MARETAILRGSP
15,2012-01-01,17948.4,MARETAILRGSP
16,2013-01-01,18321.5,MARETAILRGSP
17,2014-01-01,18565.3,MARETAILRGSP
18,2015-01-01,19389.3,MARETAILRGSP
19,2016-01-01,20343.1,MARETAILRGSP
20,2017-01-01,21006.2,MARETAILRGSP
21,2018-01-01,21915.2,MARETAILRGSP
22,2019-01-01,22858.4,MARETAILRGSP
23,2020-01-01,21499.3,MARETAILRGSP
24,2021-01-01,22130.8,MARETAILRGSP
25,2022-01-01,21041.5,MARETAILRGSP
0,1997-01-01,40501.8,FLRETAILRGSP
1,1998-01-01,45391.9,FLRETAILRGSP
2,1999-01-01,46735.0,FLRETAILRGSP
3,2000-01-01,48379.9,FLRETAILRGSP
4,2001-01-01,52052.0,FLRETAILRGSP
5,2002-01-01,54103.2,FLRETAILRGSP
6,2003-01-01,57459.4,FLRETAILRGSP
7,2004-01-01,59243.3,FLRETAILRGSP
8,2005-01-01,64557.4,FLRETAILRGSP
9,2006-01-01,66101.5,FLRETAILRGSP
10,2007-01-01,62996.9,FLRETAILRGSP
11,2008-01-01,59305.6,FLRETAILRGSP
12,2009-01-01,55233.9,FLRETAILRGSP
13,2010-01-01,56646.4,FLRETAILRGSP
14,2011-01-01,56129.7,FLRETAILRGSP
15,2012-01-01,57038.0,FLRETAILRGSP
16,2013-01-01,59492.7,FLRETAILRGSP
17,2014-01-01,61586.4,FLRETAILRGSP
18,2015-01-01,63885.1,FLRETAILRGSP
19,2016-01-01,67148.5,FLRETAILRGSP
20,2017-01-01,70860.6,FLRETAILRGSP
21,2018-01-01,73092.5,FLRETAILRGSP
22,2019-01-01,73663.2,FLRETAILRGSP
23,2020-01-01,73111.6,FLRETAILRGSP
24,2021-01-01,75740.4,FLRETAILRGSP
25,2022-01-01,73714.3,FLRETAILRGSP
0,1997-01-01,29704.9,OHRETAILRGSP
1,1998-01-01,32752.6,OHRETAILRGSP
2,1999-01-01,33218.3,OHRETAILRGSP
3,2000-01-01,33923.9,OHRETAILRGSP
4,2001-01-01,34811.9,OHRETAILRGSP
5,2002-01-01,35843.7,OHRETAILRGSP
6,2003-01-01,38050.4,OHRETAILRGSP
7,2004-01-01,37826.1,OHRETAILRGSP
8,2005-01-01,37495.1,OHRETAILRGSP
9,2006-01-01,35151.1,OHRETAILRGSP
10,2007-01-01,33929.6,OHRETAILRGSP
11,2008-01-01,32488.2,OHRETAILRGSP
12,2009-01-01,31406.9,OHRETAILRGSP
13,2010-01-01,31654.3,OHRETAILRGSP
14,2011-01-01,32174.5,OHRETAILRGSP
15,2012-01-01,31787.2,OHRETAILRGSP
16,2013-01-01,33051.8,OHRETAILRGSP
17,2014-01-01,33839.1,OHRETAILRGSP
18,2015-01-01,35196.3,OHRETAILRGSP
19,2016-01-01,35920.9,OHRETAILRGSP
20,2017-01-01,37336.1,OHRETAILRGSP
21,2018-01-01,37114.6,OHRETAILRGSP
22,2019-01-01,37695.5,OHRETAILRGSP
23,2020-01-01,36811.2,OHRETAILRGSP
24,2021-01-01,37710.8,OHRETAILRGSP
25,2022-01-01,36465.0,OHRETAILRGSP
0,1997-01-01,4401.0,NHRETAILRGSP
1,1998-01-01,5018.5,NHRETAILRGSP
2,1999-01-01,5338.4,NHRETAILRGSP
3,2000-01-01,5709.0,NHRETAILRGSP
4,2001-01-01,6185.9,NHRETAILRGSP
5,2002-01-01,6453.4,NHRETAILRGSP
6,2003-01-01,6628.9,NHRETAILRGSP
7,2004-01-01,6313.9,NHRETAILRGSP
8,2005-01-01,6409.7,NHRETAILRGSP
9,2006-01-01,6536.3,NHRETAILRGSP
10,2007-01-01,6021.6,NHRETAILRGSP
11,2008-01-01,6090.0,NHRETAILRGSP
12,2009-01-01,6012.4,NHRETAILRGSP
13,2010-01-01,6207.8,NHRETAILRGSP
14,2011-01-01,5848.5,NHRETAILRGSP
15,2012-01-01,5544.5,NHRETAILRGSP
16,2013-01-01,5352.1,NHRETAILRGSP
17,2014-01-01,5049.0,NHRETAILRGSP
18,2015-01-01,4917.5,NHRETAILRGSP
19,2016-01-01,5090.6,NHRETAILRGSP
20,2017-01-01,5227.2,NHRETAILRGSP
21,2018-01-01,5359.0,NHRETAILRGSP
22,2019-01-01,5492.7,NHRETAILRGSP
23,2020-01-01,5421.1,NHRETAILRGSP
24,2021-01-01,5541.9,NHRETAILRGSP
25,2022-01-01,5216.3,NHRETAILRGSP
0,1997-01-01,9637.7,LARETAILRGSP
1,1998-01-01,10424.8,LARETAILRGSP
2,1999-01-01,10639.7,LARETAILRGSP
3,2000-01-01,10635.0,LARETAILRGSP
4,2001-01-01,11501.1,LARETAILRGSP
5,2002-01-01,12144.4,LARETAILRGSP
6,2003-01-01,12691.0,LARETAILRGSP
7,2004-01-01,13113.5,LARETAILRGSP
8,2005-01-01,13636.1,LARETAILRGSP
9,2006-01-01,15308.3,LARETAILRGSP
10,2007-01-01,15290.5,LARETAILRGSP
11,2008-01-01,14525.3,LARETAILRGSP
12,2009-01-01,13881.0,LARETAILRGSP
13,2010-01-01,13977.6,LARETAILRGSP
14,2011-01-01,13903.0,LARETAILRGSP
15,2012-01-01,13962.0,LARETAILRGSP
16,2013-01-01,14220.2,LARETAILRGSP
17,2014-01-01,14165.8,LARETAILRGSP
18,2015-01-01,14289.1,LARETAILRGSP
19,2016-01-01,15206.7,LARETAILRGSP
20,2017-01-01,15513.1,LARETAILRGSP
21,2018-01-01,15455.7,LARETAILRGSP
22,2019-01-01,15110.1,LARETAILRGSP
23,2020-01-01,14727.9,LARETAILRGSP
24,2021-01-01,14979.6,LARETAILRGSP
25,2022-01-01,14447.4,LARETAILRGSP
0,1997-01-01,1764.7,AKRETAILRGSP
1,1998-01-01,1850.8,AKRETAILRGSP
2,1999-01-01,1896.8,AKRETAILRGSP
3,2000-01-01,1855.7,AKRETAILRGSP
4,2001-01-01,1976.1,AKRETAILRGSP
5,2002-01-01,2119.6,AKRETAILRGSP
6,2003-01-01,2209.8,AKRETAILRGSP
7,2004-01-01,2117.7,AKRETAILRGSP
8,2005-01-01,2174.8,AKRETAILRGSP
9,2006-01-01,2125.0,AKRETAILRGSP
10,2007-01-01,2074.8,AKRETAILRGSP
11,2008-01-01,2042.8,AKRETAILRGSP
12,2009-01-01,2073.6,AKRETAILRGSP
13,2010-01-01,2110.4,AKRETAILRGSP
14,2011-01-01,2079.1,AKRETAILRGSP
15,2012-01-01,2043.6,AKRETAILRGSP
16,2013-01-01,2051.8,AKRETAILRGSP
17,2014-01-01,2072.4,AKRETAILRGSP
18,2015-01-01,2157.5,AKRETAILRGSP
19,2016-01-01,2164.8,AKRETAILRGSP
20,2017-01-01,2176.8,AKRETAILRGSP
21,2018-01-01,2239.8,AKRETAILRGSP
22,2019-01-01,2299.3,AKRETAILRGSP
23,2020-01-01,2237.9,AKRETAILRGSP
24,2021-01-01,2275.4,AKRETAILRGSP
25,2022-01-01,2276.5,AKRETAILRGSP
0,1997-01-01,49895.7,TXRETAILRGSP
1,1998-01-01,55940.1,TXRETAILRGSP
2,1999-01-01,58540.2,TXRETAILRGSP
3,2000-01-01,60297.8,TXRETAILRGSP
4,2001-01-01,63253.3,TXRETAILRGSP
5,2002-01-01,66127.4,TXRETAILRGSP
6,2003-01-01,68146.8,TXRETAILRGSP
7,2004-01-01,67699.9,TXRETAILRGSP
8,2005-01-01,70807.5,TXRETAILRGSP
9,2006-01-01,72832.6,TXRETAILRGSP
10,2007-01-01,71399.4,TXRETAILRGSP
11,2008-01-01,70499.8,TXRETAILRGSP
12,2009-01-01,69670.6,TXRETAILRGSP
13,2010-01-01,71487.1,TXRETAILRGSP
14,2011-01-01,72219.5,TXRETAILRGSP
15,2012-01-01,75470.1,TXRETAILRGSP
16,2013-01-01,78557.1,TXRETAILRGSP
17,2014-01-01,81708.5,TXRETAILRGSP
18,2015-01-01,85849.7,TXRETAILRGSP
19,2016-01-01,88059.4,TXRETAILRGSP
20,2017-01-01,89481.8,TXRETAILRGSP
21,2018-01-01,92927.3,TXRETAILRGSP
22,2019-01-01,94433.7,TXRETAILRGSP
23,2020-01-01,93063.8,TXRETAILRGSP
24,2021-01-01,97324.6,TXRETAILRGSP
